poet,rank,neighbor,similarity
يزيد بن قنافة,3,الغطمش الضبي,0.6492496728897095
يزيد بن قنافة,4,ذو الإصبع العدواني,0.6452129483222961
يزيد بن قنافة,5,صيفي الأسلت,0.6437562704086304
يزيد بن مجالد الفزاري,1,أرطأة الفزاري,0.9963939785957336
يزيد بن مجالد الفزاري,2,الأسعر الجعفي,0.995392918586731
يزيد بن مجالد الفزاري,3,حاتم الطائي,0.9952971935272217
يزيد بن مجالد الفزاري,4,أعصر بن سعد,0.9947617053985596
يزيد بن مجالد الفزاري,5,أوس بن حجر,0.9945427179336548
يزيد ذو القفا,1,يزيد بن الصعق,0.9983862638473511
يزيد ذو القفا,2,أعصر بن سعد,0.9969255924224854
يزيد ذو القفا,3,الأسعر الجعفي,0.9958585500717163
يزيد ذو القفا,4,حاتم الطائي,0.9958378076553345
يزيد ذو القفا,5,عروة بن الورد,0.9951198697090149
